"tier","id","wallet","name","tierV2","badges","streaming","portal_link"
"Platinum","49683","0x463805854b0007fccf450b19a9113a72fc89d1b7","ryokateniashi","10","21","yes","https://portal.abs.xyz/profile/0x463805854b0007fccf450b19a9113a72fc89d1b7"
"Platinum","49711","0xdb318b65c75c40baa22f1d0a808feccdf47c6a16","WISP","10","31","yes","https://portal.abs.xyz/profile/0xdb318b65c75c40baa22f1d0a808feccdf47c6a16"
"Platinum","49729","0x4ec977a8e80c4099a44f8ae53a48281448471342","Terrestra","10","35","yes","https://portal.abs.xyz/profile/0x4ec977a8e80c4099a44f8ae53a48281448471342"
"Platinum","49737","0x65b60de52acede5ee29bc75f6a5611902202ea09","Doclyndems","10","21","no","https://portal.abs.xyz/profile/0x65b60de52acede5ee29bc75f6a5611902202ea09"
"Platinum","49857","0x73d2dac27ea4037fb70add11e40e1b1bab338cda","NiftyHustle","10","37","yes","https://portal.abs.xyz/profile/0x73d2dac27ea4037fb70add11e40e1b1bab338cda"
"Platinum","50069","0x62b191967e8dee0c4ad96991f120709f30dd248b","FoodsWarm","10","37","yes","https://portal.abs.xyz/profile/0x62b191967e8dee0c4ad96991f120709f30dd248b"
"Platinum","50356","0xb17e2763b29fc72c34b9ff3e1aac5e956d7db818","HENRY","10","7","no","https://portal.abs.xyz/profile/0xb17e2763b29fc72c34b9ff3e1aac5e956d7db818"
"Platinum","50529","0x22b94d150224ab8f0fcaac9e42f2b36e8100103c","iamhug3","11","27","no","https://portal.abs.xyz/profile/0x22b94d150224ab8f0fcaac9e42f2b36e8100103c"
"Platinum","50541","0x50a940413214f60bc9b801db39c96c0bae1067c5","amized","10","9","no","https://portal.abs.xyz/profile/0x50a940413214f60bc9b801db39c96c0bae1067c5"
"Platinum","50565","0x8e69c3451fe32ebf64f4c23748ecb818254253c0","BigMoLove","11","38","yes","https://portal.abs.xyz/profile/0x8e69c3451fe32ebf64f4c23748ecb818254253c0"
"Platinum","50596","0xfbe909f18efbf3a089ce3bc2ee08e172545c1545","Soderdog","10","9","yes","https://portal.abs.xyz/profile/0xfbe909f18efbf3a089ce3bc2ee08e172545c1545"
"Platinum","50697","0x0d2576855327bab2da45a12846d9fd8632cf6f8b","meme69","10","11","yes","https://portal.abs.xyz/profile/0x0d2576855327bab2da45a12846d9fd8632cf6f8b"
"Platinum","50757","0xc333600b9a33040a37854c1cb0e82871059787b4","Yndo","10","40","yes","https://portal.abs.xyz/profile/0xc333600b9a33040a37854c1cb0e82871059787b4"
"Platinum","50848","0x0273895336f08ff914432ce15b67962b3896ced9","dustybun","11","39","yes","https://portal.abs.xyz/profile/0x0273895336f08ff914432ce15b67962b3896ced9"
"Platinum","51076","0x1494b3e636c533ffd78d467de090102595244d06","AnduroN","10","24","no","https://portal.abs.xyz/profile/0x1494b3e636c533ffd78d467de090102595244d06"
"Platinum","51170","0xca1c0789bd73a1cf497c4d91a4f31db9e5c4cafd","Flock0","10","25","yes","https://portal.abs.xyz/profile/0xca1c0789bd73a1cf497c4d91a4f31db9e5c4cafd"
"Platinum","51445","0x214782ca0349f838aa441e5f1c2804131f42d828","0xBaumer","10","33","yes","https://portal.abs.xyz/profile/0x214782ca0349f838aa441e5f1c2804131f42d828"
"Platinum","51556","0xdfedd1fe79fb2915bd8d1a5e144729924456d934","dancerr","10","36","no","https://portal.abs.xyz/profile/0xdfedd1fe79fb2915bd8d1a5e144729924456d934"
"Platinum","51645","0xe3f7641b918e5471366fbb9737a08e8b491ef5af","SF070","10","28","yes","https://portal.abs.xyz/profile/0xe3f7641b918e5471366fbb9737a08e8b491ef5af"
"Platinum","51711","0x4a9bbd7dda78a74ff22f7a95d2743a3307716616","NudgeMyPudge","12","14","no","https://portal.abs.xyz/profile/0x4a9bbd7dda78a74ff22f7a95d2743a3307716616"
"Platinum","51802","0xc7d83e1a6a14bb33adb6f4d028fecf0b24e3ec78","0xc7","11","28","no","https://portal.abs.xyz/profile/0xc7d83e1a6a14bb33adb6f4d028fecf0b24e3ec78"
