"tier","id","wallet","name","tierV2","badges","streaming","portal_link"
"Gold","1841860","0x64ea9af4d44d04a467a35b2f3318a2027816463f","0x64ea9af4d44d04a467a35b2f3318a2027816463f","7","5","no","https://portal.abs.xyz/profile/0x64ea9af4d44d04a467a35b2f3318a2027816463f"
"Gold","1841861","0x0c736831b9b9085600a4a759baf12c254d162f9d","0x0c736831b9b9085600a4a759baf12c254d162f9d","7","5","no","https://portal.abs.xyz/profile/0x0c736831b9b9085600a4a759baf12c254d162f9d"
"Gold","1841862","0x152b1782c5a317df6f655ca047e030c620901af1","0x152b1782c5a317df6f655ca047e030c620901af1","7","5","no","https://portal.abs.xyz/profile/0x152b1782c5a317df6f655ca047e030c620901af1"
"Gold","1841863","0xeb3355cbe8e963d949643da469cc315205f7a11e","0xeb3355cbe8e963d949643da469cc315205f7a11e","7","5","no","https://portal.abs.xyz/profile/0xeb3355cbe8e963d949643da469cc315205f7a11e"
"Gold","1841866","0xfe3387273c32eed4b1fc643471d9b83b5046384b","0xfe3387273c32eed4b1fc643471d9b83b5046384b","7","6","no","https://portal.abs.xyz/profile/0xfe3387273c32eed4b1fc643471d9b83b5046384b"
"Gold","1841928","0x5faeb4d352faa3977136f30c39cf035d4d40235d","0x5faeb4d352faa3977136f30c39cf035d4d40235d","7","6","no","https://portal.abs.xyz/profile/0x5faeb4d352faa3977136f30c39cf035d4d40235d"
"Gold","1842064","0x9789e42d1eaf67eb513e2a0660d72f13dfaf6108","0x9789e42d1eaf67eb513e2a0660d72f13dfaf6108","7","4","no","https://portal.abs.xyz/profile/0x9789e42d1eaf67eb513e2a0660d72f13dfaf6108"
"Gold","1842122","0x5595c0afdc648f85b14d663a76abcc01d07ff2fa","0x5595c0afdc648f85b14d663a76abcc01d07ff2fa","7","5","no","https://portal.abs.xyz/profile/0x5595c0afdc648f85b14d663a76abcc01d07ff2fa"
"Gold","1842211","0x32a036b3e7b63c191a6e94e64060a6dc53f33b8f","0x32a036b3e7b63c191a6e94e64060a6dc53f33b8f","8","9","yes","https://portal.abs.xyz/profile/0x32a036b3e7b63c191a6e94e64060a6dc53f33b8f"
"Gold","1842385","0x644a7dbf6069f63060790de2b8e8d5023f756cfc","Alfy1014","7","6","yes","https://portal.abs.xyz/profile/0x644a7dbf6069f63060790de2b8e8d5023f756cfc"
"Gold","1842438","0xfe7dc4fa2faf8603e8431e6de977e78a88e1367a","Rasi","7","10","yes","https://portal.abs.xyz/profile/0xfe7dc4fa2faf8603e8431e6de977e78a88e1367a"
"Gold","1842521","0xfca1a9905a5bd1cfa29a0b633392dcd7d93b0b83","ryanpp","7","15","no","https://portal.abs.xyz/profile/0xfca1a9905a5bd1cfa29a0b633392dcd7d93b0b83"
"Gold","1842628","0x1c7d5fae019895fc26d12807f824bead9efba154","0x1c7d5fae019895fc26d12807f824bead9efba154","7","5","no","https://portal.abs.xyz/profile/0x1c7d5fae019895fc26d12807f824bead9efba154"
"Gold","1842651","0x23b335dc5df97c32bb62e9e5c65ed8be018a9fd1","0x23b335dc5df97c32bb62e9e5c65ed8be018a9fd1","7","6","yes","https://portal.abs.xyz/profile/0x23b335dc5df97c32bb62e9e5c65ed8be018a9fd1"
"Gold","1842910","0x9c6fe46e91506d87d1fe406062f37417710274e9","0x9c6fe46e91506d87d1fe406062f37417710274e9","7","2","no","https://portal.abs.xyz/profile/0x9c6fe46e91506d87d1fe406062f37417710274e9"
"Gold","1843399","0xea27b6b7cdb27fe8366e487fd021d6928581ff4e","0xea27b6b7cdb27fe8366e487fd021d6928581ff4e","7","9","yes","https://portal.abs.xyz/profile/0xea27b6b7cdb27fe8366e487fd021d6928581ff4e"
"Gold","1843802","0xe87e3b7f6580d5d482ffdbbdb9ccf2996870ef9a","tijmen","7","10","no","https://portal.abs.xyz/profile/0xe87e3b7f6580d5d482ffdbbdb9ccf2996870ef9a"
"Gold","1843823","0xf6348a78ff3c828d9d47b40d9ba07f9ca5c28fc9","0xf6348a78ff3c828d9d47b40d9ba07f9ca5c28fc9","7","8","yes","https://portal.abs.xyz/profile/0xf6348a78ff3c828d9d47b40d9ba07f9ca5c28fc9"
"Gold","1844883","0xf09dd2c9d550d3a057d056f93b470958ddddbdc0","geinakaa","7","3","no","https://portal.abs.xyz/profile/0xf09dd2c9d550d3a057d056f93b470958ddddbdc0"
"Gold","1845004","0x358a37f1f63a7f96370f1164a3183acd0ac5235b","0x358a37f1f63a7f96370f1164a3183acd0ac5235b","8","4","no","https://portal.abs.xyz/profile/0x358a37f1f63a7f96370f1164a3183acd0ac5235b"
"Gold","1845155","0x2a8813596f1f9b0447fa46d6f0a5cce39f885e95","0x2a8813596f1f9b0447fa46d6f0a5cce39f885e95","7","3","no","https://portal.abs.xyz/profile/0x2a8813596f1f9b0447fa46d6f0a5cce39f885e95"
"Gold","1845510","0x7828d8d151cc1db24c3ede8aa43055e3f47b67ed","leesokoon","7","8","yes","https://portal.abs.xyz/profile/0x7828d8d151cc1db24c3ede8aa43055e3f47b67ed"
"Gold","1845544","0x539e74d45f8d4c1c8bb90729fa75392123849271","0x539e74d45f8d4c1c8bb90729fa75392123849271","7","14","yes","https://portal.abs.xyz/profile/0x539e74d45f8d4c1c8bb90729fa75392123849271"
"Gold","1846008","0x847479282ee0c87200cb9e9940357775e580acbf","0x847479282ee0c87200cb9e9940357775e580acbf","7","7","no","https://portal.abs.xyz/profile/0x847479282ee0c87200cb9e9940357775e580acbf"
"Gold","1846011","0xd2fcebb913731db9aa271d657fcb33621d90fb85","0xd2fcebb913731db9aa271d657fcb33621d90fb85","7","8","no","https://portal.abs.xyz/profile/0xd2fcebb913731db9aa271d657fcb33621d90fb85"
"Gold","1846012","0x5fcfb4f8ce224511ae72c632c91aa33d367cee7d","0x5fcfb4f8ce224511ae72c632c91aa33d367cee7d","7","8","no","https://portal.abs.xyz/profile/0x5fcfb4f8ce224511ae72c632c91aa33d367cee7d"
"Gold","1846013","0x1d50691dbb4e10164b3aa1d53d3290905639c05e","0x1d50691dbb4e10164b3aa1d53d3290905639c05e","7","8","no","https://portal.abs.xyz/profile/0x1d50691dbb4e10164b3aa1d53d3290905639c05e"
"Gold","1846014","0xe7687443e569b2f9ca39a62b7f188c0b9485252a","0xe7687443e569b2f9ca39a62b7f188c0b9485252a","7","8","no","https://portal.abs.xyz/profile/0xe7687443e569b2f9ca39a62b7f188c0b9485252a"
"Gold","1846015","0xabca494c6c598eed07627f974c3aea3b1fcd8ded","0xabca494c6c598eed07627f974c3aea3b1fcd8ded","7","8","no","https://portal.abs.xyz/profile/0xabca494c6c598eed07627f974c3aea3b1fcd8ded"
"Gold","1846016","0x14d82d5ef45d25277d5b2dfda120173c3fbbe12a","0x14d82d5ef45d25277d5b2dfda120173c3fbbe12a","7","8","no","https://portal.abs.xyz/profile/0x14d82d5ef45d25277d5b2dfda120173c3fbbe12a"
"Gold","1846090","0x6cf080bfb5eb3d2762d7f4925bd1e7de068f58b7","0x6cf080bfb5eb3d2762d7f4925bd1e7de068f58b7","7","1","no","https://portal.abs.xyz/profile/0x6cf080bfb5eb3d2762d7f4925bd1e7de068f58b7"
"Gold","1846746","0x9500ed2add2b2b621bf99692f890eb19da267ded","0x9500ed2add2b2b621bf99692f890eb19da267ded","7","7","no","https://portal.abs.xyz/profile/0x9500ed2add2b2b621bf99692f890eb19da267ded"
"Gold","1846959","0x8f1fd96bdf248b9ac80738e34592fd00c95584a1","0x8f1fd96bdf248b9ac80738e34592fd00c95584a1","7","12","yes","https://portal.abs.xyz/profile/0x8f1fd96bdf248b9ac80738e34592fd00c95584a1"
